GM,Tablero,Zona,Relay,DescripcionCircuito,CircuitLabel_Px,Schedule,CmdWritable,SchedLink_in10,JACE_driven,JACE_write_prio,BACnet_device,BACnet_objectId
GM13,Al,,12,I: Fachada elev. y plafón N1,,R12/Schedule12,HorR12,yes,yes,in10,GM13ilum,
GM13,tab-cto,,13,PENDIENTE,,R13/Schedule13,HorR13,yes,yes,in10,GM13ilum,
GM13,tab-cto,,14,PENDIENTE,,R14/Schedule14,HorR14,yes,yes,in10,GM13ilum,
GM13,tab-cto,,15,PENDIENTE,,R15/Schedule15,HorR15,yes,yes,in10,GM13ilum,
GM13,tab-cto,,16,PENDIENTE,,R16/Schedule16,HorR16,yes,yes,in10,GM13ilum,
GM13,tab-cto,,17,I: N2 Plafón,,R17/Schedule17,HorR17,yes,yes,in10,GM13ilum,
GM13,Al,,18,I: Fachadas,,R18/Schedule18,HorR18,yes,yes,in10,GM13ilum,
GM13,AL,,19,I: N2- Dicroicos,,R19/Schedule19,HorR19,yes,yes,in10,GM13ilum,
GM13,Al,,20,I: N2- Fachada elevador,,R20/Schedule20,HorR20,yes,yes,in10,GM13ilum,
GM13,tab-cto,,21,PENDIENTE,,R21/Schedule21,HorR21,yes,yes,in10,GM13ilum,
GM13,tab-cto,,22,label,,R22/Schedule22,HorR22,yes,yes,in10,GM13ilum,
GM13,tab-cto,,23,label,,R23/Schedule23,HorR23,yes,yes,in10,GM13ilum,
GM13,AL,,24,E: N1- Terraza doble altura,,R24/Schedule24,HorR24,yes,yes,in10,GM13ilum,
GM13,tab-cto,,25,label,,R25/Schedule25,HorR25,yes,yes,in10,GM13ilum,
GM13,tab-cto,,26,label,,R26/Schedule26,HorR26,yes,yes,in10,GM13ilum,
GM13,tab-cto,,27,label,,R27/Schedule27,HorR27,yes,yes,in10,GM13ilum,
GM13,Al,,28,E: Terraza Hijos tostada,,R28/Schedule28,HorR28,yes,yes,in10,GM13ilum,
GM13,Al,,29,I: Puentes tortugas,,R29/Schedule29,HorR29,yes,yes,in10,GM13ilum,
GM13,al,,30,E: Fachada mr sushi,,R30/Schedule30,HorR30,yes,yes,in10,GM13ilum,
GM14,AL13-C,Nivel 1,1,pENDIENTE: plafon elevador,,R1/Schedule1,HorR1,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,2,fuera de servicio,,R2/Schedule2,HorR2,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,3,fuera de servicio,,R3/Schedule3,HorR3,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,4,fuera de servicio,,R4/Schedule4,HorR4,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,5,fuera de servicio,,R5/Schedule5,HorR5,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,6,fuera de servicio,,R6/Schedule6,HorR6,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,7,"""THE HARBOR""",,R7/Schedule7,HorR7,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,8,"E: Letrero ""THE HARBOR""",,R8/Schedule8,HorR8,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,9,I: Baño hombres,,R9/Schedule9,HorR9,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,10,PASILLO DE SERV: Chapur,,R10/Schedule10,HorR10,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,11,PASILLO SERV: Cine,,R11/Schedule11,HorR11,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,12,PASILLO SERV: Montacargas,,R12/Schedule12,HorR12,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,13,I: Bastones y arbotantes,,R13/Schedule13,HorR13,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,14,Pendiente: fachada track,,R14/Schedule14,HorR14,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,15,Pendiente,,R15/Schedule15,HorR15,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,16,sin relevador,,R16/Schedule16,HorR16,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,17,I: Lobby cine y pantalla elev.,,R17/Schedule17,HorR17,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,18,I: Plafón elevador cine,,R18/Schedule18,HorR18,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,19,fuera de servicio,,R19/Schedule19,HorR19,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,20,fuera de servicio,,R20/Schedule20,HorR20,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,21,fuera de servicio,,R21/Schedule21,HorR21,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,22,fuera de servicio,,R22/Schedule22,HorR22,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,23,disponible,,R23/Schedule23,HorR23,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,24,I: Baño mujeres,,R24/Schedule24,HorR24,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,25,PASILLO SERV: Chapur,,R25/Schedule25,HorR25,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,26,PASILLO SERV: Cine,,R26/Schedule26,HorR26,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,27,I: IDF 15 y 13,,R27/Schedule27,HorR27,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,28,PASILLO SERV: Rest Chapur,,R28/Schedule28,HorR28,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,29,PASILLO SERV: Montacargas,,R29/Schedule29,HorR29,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,30,I: Fachada elevador,,R30/Schedule30,HorR30,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,31,-,,R31/Schedule31,HorR31,yes,yes,in10,GM14ilum,
GM14,AL13-C,Nivel 1,32,-,,R32/Schedule32,HorR32,yes,yes,in10,GM14ilum,
GM15,AL14-C,Nivel 1,1,PASILLO SERVICIO,,R1/Schedule1,HorR1,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,2,PASILLO SERVICIO,,R2/Schedule2,HorR2,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,3,I: Bastones y arbotantes,,R3/Schedule3,HorR3,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,4,I: Plafón espejo de agua,,R4/Schedule4,HorR4,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,5,I: Plafones Chapur,,R5/Schedule5,HorR5,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,6,I: Cajillo Consierge,,R6/Schedule6,HorR6,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,7,I: Cajillo SRE,,R7/Schedule7,HorR7,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,8,I: Cajillo Chapur,,R8/Schedule8,HorR8,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,9,PENDIENTE,,R9/Schedule9,HorR9,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,10,E: Nicho azotea y pantallas (60),,R10/Schedule10,HorR10,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,11,E: Nicho azotea y pantallas,,R11/Schedule11,HorR11,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,12,PENDIENTE Pantalla fachada,,R12/Schedule12,HorR12,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,13,PENDEINTE Pantalla fachada,,R13/Schedule13,HorR13,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,14,I: Cajillos Chapur,,R14/Schedule14,HorR14,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,15,E: Árboles PB perifércio,,R15/Schedule15,HorR15,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,16,PENDIENTE: Pantalla fachada,,R16/Schedule16,HorR16,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,17,I: Pantalla elevador,,R17/Schedule17,HorR17,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,18,I: Baño Cab. Forever,,R18/Schedule18,HorR18,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,19,I: Baño Damas Forever,,R19/Schedule19,HorR19,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,20,I: Cajillo rest. Chapur,,R20/Schedule20,HorR20,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,21,PASILLO DE SERVICIO,,R21/Schedule21,HorR21,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,22,PASILLO DE SERV. Y BAÑOS,,R22/Schedule22,HorR22,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,23,PASILLO DE SERVICIO,,R23/Schedule23,HorR23,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,24,I: Plafones Chapur,,R24/Schedule24,HorR24,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,25,I: Cajillo SRE,,R25/Schedule25,HorR25,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,26,I: Cajillo Chapur,,R26/Schedule26,HorR26,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,27,I: Cajillo triangular,,R27/Schedule27,HorR27,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,28,I: Cajillo rect. Chapur,,R28/Schedule28,HorR28,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,29,Pendiente: Cajillo triang.,,R29/Schedule29,HorR29,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,30,Pendiente: baño,,R30/Schedule30,HorR30,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,31,I: Cajillo triang. Chapur.,,R31/Schedule31,HorR31,yes,yes,in10,GM015ilum,
GM15,AL14-C,Nivel 1,32,fuera de servicio,,R32/Schedule32,HorR32,yes,yes,in10,GM015ilum,
GM16,AL- CAB,Nivel 2 / DOMOS,1,DOMO JUEGO INFANTIL,,R1/Schedule1,HorR1,yes,yes,in10,GM16ilum,
GM16,AL16-C,Nivel 2 / DOMOS,2,DOMO  JUEGO INFANTIL,,R2/Schedule2,HorR2,yes,yes,in10,GM16ilum,
GM16,AL16-C,Nivel 2 / DOMOS,3,TRACK COMERCIAL 220,,R3/Schedule3,HorR3,yes,yes,in10,GM16ilum,
GM16,AL16-C,Nivel 2 / DOMOS,4,DOMO CINEPOLIS,,R4/Schedule4,HorR4,yes,yes,in10,GM16ilum,
GM16,AL16-C,Nivel 2 / DOMOS,5,TRACK COMERCIAL 220,,R5/Schedule5,HorR5,yes,yes,in10,GM16ilum,
GM16,AL16-C,Nivel 2 / DOMOS,6,DOMO INNOVA,,R6/Schedule6,HorR6,yes,yes,in10,GM16ilum,
GM16,AL16-C,Nivel 2 / DOMOS,7,DOMO FOREVER,,R7/Schedule7,HorR7,yes,yes,in10,GM16ilum,
GM16,AL16-C,Nivel 2 / DOMOS,8,,,R8/Schedule8,HorR8,yes,yes,in10,GM16ilum,
GM16,AL16-C,Nivel 2 / DOMOS,9,,,R9/Schedule9,HorR9,yes,yes,in10,GM16ilum,
GM16,AL16-C,Nivel 2 / DOMOS,10,,,R10/Schedule10,HorR10,yes,yes,in10,GM16ilum,
GM16,AL16-C,Nivel 2 / DOMOS,11,,,R11/Schedule11,HorR11,yes,yes,in10,GM16ilum,
GM16,AL16-C,Nivel 2 / DOMOS,12,,,R12/Schedule12,HorR12,yes,yes,in10,GM16ilum,
GM16,AL16-C,Nivel 2 / DOMOS,13,,,R13/Schedule13,HorR13,yes,yes,in10,GM16ilum,
